date,dew,temp,press,wnd_spd,snow,rain,pollution
07-01-2010 18:00,-19,-11.0,1032.0,0.89,0,0,54
07-01-2010 19:00,-18,-11.0,1033.0,1.79,0,0,67
07-01-2010 20:00,-19,-15.0,1032.0,1.79,0,0,106
07-01-2010 21:00,-19,-14.0,1032.0,0.45,0,0,159
07-01-2010 22:00,-21,-14.0,1032.0,1.34,0,0,198
07-01-2010 23:00,-21,-16.0,1032.0,2.23,0,0,190
08-01-2010 00:00,-21,-17.0,1031.0,1.79,0,0,210
08-01-2010 01:00,-19,-16.0,1031.0,3.58,0,0,195
08-01-2010 02:00,-20,-16.0,1031.0,0.89,0,0,275
08-01-2010 03:00,-19,-15.0,1030.0,0.89,0,0,164
08-01-2010 04:00,-18,-15.0,1030.0,0.45,0,0,110
08-01-2010 05:00,-18,-15.0,1029.0,1.34,0,0,100
08-01-2010 06:00,-18,-15.0,1029.0,1.79,0,0,81
08-01-2010 07:00,-16,-13.0,1029.0,0.89,0,0,71
08-01-2010 08:00,-16,-12.0,1029.0,0.89,0,0,66
08-01-2010 09:00,-16,-12.0,1030.0,1.78,0,0,92
08-01-2010 10:00,-17,-10.0,1030.0,0.89,0,0,135
08-01-2010 11:00,-16,-10.0,1029.0,0.89,0,0,155
08-01-2010 12:00,-16,-9.0,1028.0,3.13,0,0,198
08-01-2010 13:00,-15,-8.0,1026.0,4.92,0,0,250
08-01-2010 14:00,-16,-8.0,1026.0,0.89,0,0,200
08-01-2010 15:00,-16,-8.0,1025.0,1.78,0,0,231
08-01-2010 16:00,-16,-8.0,1025.0,2.67,0,0,250
08-01-2010 17:00,-17,-8.0,1025.0,0.89,0,0,212
08-01-2010 18:00,-17,-9.0,1026.0,0.45,0,0,219
08-01-2010 19:00,-17,-11.0,1026.0,1.34,0,0,227
08-01-2010 20:00,-17,-12.0,1026.0,1.79,0,0,226
08-01-2010 21:00,-18,-14.0,1027.0,1.79,0,0,225
08-01-2010 22:00,-16,-9.0,1027.0,4.92,0,0,168
08-01-2010 23:00,-16,-11.0,1027.0,6.71,0,0,169
09-01-2010 00:00,-17,-13.0,1027.0,0.89,0,0,165
09-01-2010 01:00,-17,-13.0,1027.0,3.13,0,0,159
09-01-2010 02:00,-17,-14.0,1027.0,4.92,0,0,167
09-01-2010 03:00,-17,-15.0,1027.0,8.05,0,0,196
09-01-2010 04:00,-17,-13.0,1027.0,9.84,0,0,169
09-01-2010 05:00,-19,-16.0,1027.0,13.86,0,0,155
09-01-2010 06:00,-18,-15.0,1027.0,17.88,0,0,119
09-01-2010 07:00,-19,-15.0,1027.0,21.9,0,0,106
09-01-2010 08:00,-18,-14.0,1028.0,25.92,0,0,93
09-01-2010 09:00,-18,-9.0,1029.0,5.81,0,0,84
09-01-2010 10:00,-17,-7.0,1029.0,11.62,0,0,73
09-01-2010 11:00,-17,-6.0,1030.0,17.43,0,0,66
09-01-2010 12:00,-16,-6.0,1029.0,23.24,0,0,40
09-01-2010 13:00,-16,-5.0,1029.0,28.16,0,0,49
09-01-2010 14:00,-15,-4.0,1029.0,33.08,0,0,50
09-01-2010 15:00,-14,-4.0,1028.0,37.1,0,0,49
09-01-2010 16:00,-15,-4.0,1029.0,38.89,0,0,41
09-01-2010 17:00,-15,-4.0,1030.0,1.79,0,0,37
09-01-2010 18:00,-15,-7.0,1030.0,3.13,0,0,45
09-01-2010 19:00,-15,-6.0,1031.0,3.13,0,0,44
09-01-2010 20:00,-15,-7.0,1032.0,4.92,0,0,54
09-01-2010 21:00,-15,-6.0,1032.0,3.13,0,0,50
09-01-2010 22:00,-15,-8.0,1033.0,0.45,0,0,47
09-01-2010 23:00,-15,-8.0,1033.0,0.9,0,0,66
10-01-2010 00:00,-15,-11.0,1033.0,0.89,0,0,75
10-01-2010 01:00,-17,-13.0,1033.0,1.78,0,0,82
10-01-2010 02:00,-17,-12.0,1033.0,4.91,0,0,66
10-01-2010 03:00,-17,-13.0,1033.0,8.04,0,0,83
10-01-2010 04:00,-19,-14.0,1032.0,9.83,0,0,62
10-01-2010 05:00,-18,-13.0,1032.0,12.96,0,0,40
10-01-2010 06:00,-19,-13.0,1032.0,16.09,0,0,23
10-01-2010 07:00,-19,-14.0,1033.0,19.22,0,0,25
10-01-2010 08:00,-19,-14.0,1034.0,22.35,0,0,27
10-01-2010 09:00,-17,-12.0,1033.0,24.14,0,0,35
10-01-2010 10:00,-16,-7.0,1033.0,4.02,0,0,50
10-01-2010 11:00,-15,-7.0,1033.0,3.13,0,0,70
10-01-2010 12:00,-15,-7.0,1032.0,6.26,0,0,75
10-01-2010 13:00,-14,-6.0,1031.0,9.39,0,0,58
10-01-2010 14:00,-14,-6.0,1031.0,12.52,0,0,70
10-01-2010 15:00,-13,-5.0,1030.0,14.31,0,0,68
10-01-2010 16:00,-14,-5.0,1031.0,16.1,0,0,71
10-01-2010 17:00,-14,-6.0,1031.0,19.23,0,0,88
10-01-2010 18:00,-13,-7.0,1032.0,23.25,0,0,84
10-01-2010 19:00,-15,-6.0,1032.0,27.27,0,0,83
10-01-2010 20:00,-15,-6.0,1033.0,30.4,0,0,66
10-01-2010 21:00,-15,-4.0,1034.0,35.32,0,0,27
10-01-2010 22:00,-16,-4.0,1034.0,44.26,0,0,24
10-01-2010 23:00,-17,-5.0,1035.0,52.31,0,0,22
11-01-2010 00:00,-17,-6.0,1035.0,60.36,0,0,23
11-01-2010 01:00,-17,-8.0,1035.0,0.89,0,0,27
11-01-2010 02:00,-19,-11.0,1036.0,4.02,0,0,23
11-01-2010 03:00,-20,-11.0,1036.0,8.94,0,0,17
11-01-2010 04:00,-21,-11.0,1035.0,4.02,0,0,17
11-01-2010 05:00,-22,-12.0,1035.0,3.13,0,0,16
11-01-2010 06:00,-22,-12.0,1035.0,4.92,0,0,16
11-01-2010 07:00,-22,-13.0,1036.0,5.81,0,0,20
11-01-2010 08:00,-22,-9.0,1036.0,13.86,0,0,20
11-01-2010 09:00,-22,-10.0,1036.0,21.91,0,0,18
11-01-2010 10:00,-22,-9.0,1036.0,29.06,0,0,25
11-01-2010 11:00,-21,-9.0,1036.0,33.08,0,0,26
11-01-2010 12:00,-20,-6.0,1035.0,42.02,0,0,27
11-01-2010 13:00,-19,-5.0,1034.0,50.96,0,0,28
11-01-2010 14:00,-19,-5.0,1033.0,59.01,0,0,15
11-01-2010 15:00,-20,-5.0,1033.0,66.16,0,0,24
11-01-2010 16:00,-20,-5.0,1032.0,71.97,0,0,13
11-01-2010 17:00,-20,-5.0,1033.0,76.89,0,0,13
11-01-2010 18:00,-20,-7.0,1033.0,81.81,0,0,13
11-01-2010 19:00,-22,-7.0,1033.0,85.83,0,0,17
11-01-2010 20:00,-22,-8.0,1033.0,89.85,0,0,20
11-01-2010 21:00,-23,-10.0,1033.0,91.64,0,0,27
11-01-2010 22:00,-23,-13.0,1033.0,93.43,0,0,20
11-01-2010 23:00,-22,-12.0,1032.0,0.89,0,0,15
12-01-2010 00:00,-22,-15.0,1031.0,1.78,0,0,21
12-01-2010 01:00,-22,-14.0,1031.0,1.79,0,0,21
12-01-2010 02:00,-22,-14.0,1031.0,0.89,0,0,37
12-01-2010 03:00,-24,-18.0,1030.0,1.79,0,0,26
12-01-2010 04:00,-24,-13.0,1030.0,3.58,0,0,15
12-01-2010 05:00,-25,-14.0,1030.0,3.13,0,0,9
12-01-2010 06:00,-24,-14.0,1030.0,7.15,0,0,11
12-01-2010 07:00,-25,-12.0,1030.0,12.96,0,0,11
12-01-2010 08:00,-26,-14.0,1030.0,16.98,0,0,16
12-01-2010 09:00,-25,-12.0,1031.0,21.0,0,0,13
12-01-2010 10:00,-25,-11.0,1031.0,26.81,0,0,15
12-01-2010 11:00,-24,-11.0,1030.0,35.75,0,0,21
12-01-2010 12:00,-23,-11.0,1029.0,47.82,0,0,24
12-01-2010 13:00,-22,-11.0,1029.0,63.02,0,0,22
12-01-2010 14:00,-23,-11.0,1029.0,75.98,0,0,22
12-01-2010 15:00,-22,-11.0,1029.0,88.05,0,0,22
12-01-2010 16:00,-23,-11.0,1030.0,101.01,0,0,19
12-01-2010 17:00,-24,-11.0,1030.0,109.06,0,0,23
12-01-2010 18:00,-24,-11.0,1032.0,118.0,0,0,25
12-01-2010 19:00,-23,-11.0,1032.0,126.05,0,0,25
12-01-2010 20:00,-23,-12.0,1032.0,134.1,0,0,31
12-01-2010 21:00,-24,-12.0,1033.0,142.15,0,0,25
12-01-2010 22:00,-23,-12.0,1033.0,150.2,0,0,22
12-01-2010 23:00,-23,-12.0,1034.0,160.03,0,0,22
13-01-2010 00:00,-24,-12.0,1034.0,169.86,0,0,15
13-01-2010 01:00,-24,-12.0,1033.0,178.8,0,0,16
13-01-2010 02:00,-25,-12.0,1033.0,189.98,0,0,11
13-01-2010 03:00,-24,-13.0,1033.0,198.03,0,0,11
13-01-2010 04:00,-25,-12.0,1032.0,205.18,0,0,12
13-01-2010 05:00,-25,-12.0,1033.0,215.01,0,0,11
13-01-2010 06:00,-25,-12.0,1032.0,226.19,0,0,12
13-01-2010 07:00,-25,-12.0,1032.0,235.13,0,0,27
13-01-2010 08:00,-25,-12.0,1032.0,243.18,0,0,28
13-01-2010 09:00,-23,-11.0,1033.0,252.12,0,0,34
13-01-2010 10:00,-23,-10.0,1033.0,257.93,0,0,33
13-01-2010 11:00,-22,-9.0,1033.0,263.74,0,0,36
13-01-2010 12:00,-21,-8.0,1031.0,270.89,0,0,26
13-01-2010 13:00,-21,-6.0,1030.0,278.94,0,0,49
13-01-2010 14:00,-20,-5.0,1029.0,286.99,0,0,52
13-01-2010 15:00,-22,-5.0,1028.0,294.14,0,0,47
13-01-2010 16:00,-21,-5.0,1028.0,299.06,0,0,47
13-01-2010 17:00,-19,-7.0,1028.0,1.79,0,0,39
13-01-2010 18:00,-19,-8.0,1028.0,0.45,0,0,59
13-01-2010 19:00,-20,-9.0,1028.0,1.34,0,0,76
13-01-2010 20:00,-19,-10.0,1027.0,1.79,0,0,96
13-01-2010 21:00,-19,-13.0,1027.0,0.89,0,0,95
13-01-2010 22:00,-18,-12.0,1027.0,1.78,0,0,68
13-01-2010 23:00,-18,-13.0,1027.0,0.89,0,0,65
14-01-2010 00:00,-18,-14.0,1026.0,1.78,0,0,75
14-01-2010 01:00,-20,-15.0,1025.0,2.67,0,0,257
14-01-2010 02:00,-20,-15.0,1025.0,0.89,0,0,174
14-01-2010 03:00,-20,-16.0,1025.0,1.78,0,0,164
14-01-2010 04:00,-20,-16.0,1024.0,3.57,0,0,161
14-01-2010 05:00,-21,-17.0,1024.0,6.7,0,0,137
14-01-2010 06:00,-19,-14.0,1023.0,10.72,0,0,92
14-01-2010 07:00,-21,-17.0,1023.0,13.85,0,0,64
14-01-2010 08:00,-19,-15.0,1024.0,15.64,0,0,87
14-01-2010 09:00,-19,-14.0,1024.0,18.77,0,0,87
14-01-2010 10:00,-18,-10.0,1024.0,22.79,0,0,84
14-01-2010 11:00,-17,-9.0,1023.0,24.58,0,0,95
14-01-2010 12:00,-16,-6.0,1023.0,26.37,0,0,79
14-01-2010 13:00,-17,-5.0,1022.0,28.16,0,0,75
14-01-2010 14:00,-16,-5.0,1022.0,29.95,0,0,79
14-01-2010 15:00,-15,-4.0,1022.0,33.08,0,0,86
14-01-2010 16:00,-16,-4.0,1023.0,0.89,0,0,72
14-01-2010 17:00,-15,-5.0,1025.0,1.79,0,0,89
14-01-2010 18:00,-14,-3.0,1026.0,5.81,0,0,94
14-01-2010 19:00,-16,-3.0,1027.0,11.62,0,0,69
14-01-2010 20:00,-15,-4.0,1029.0,20.56,0,0,49
14-01-2010 21:00,-16,-5.0,1031.0,24.58,0,0,33
14-01-2010 22:00,-17,-6.0,1032.0,3.13,0,0,27
14-01-2010 23:00,-18,-6.0,1033.0,8.05,0,0,20
15-01-2010 00:00,-19,-7.0,1034.0,13.86,0,0,36
15-01-2010 01:00,-17,-8.0,1035.0,5.81,0,0,37
15-01-2010 02:00,-18,-10.0,1035.0,11.62,0,0,30
15-01-2010 03:00,-19,-10.0,1036.0,14.75,0,0,18
15-01-2010 04:00,-19,-9.0,1036.0,19.67,0,0,21
15-01-2010 05:00,-19,-9.0,1036.0,7.15,0,0,13
15-01-2010 06:00,-20,-9.0,1037.0,12.96,0,0,23
15-01-2010 07:00,-19,-9.0,1037.0,18.77,0,0,26
15-01-2010 08:00,-19,-8.0,1038.0,22.79,0,0,27
15-01-2010 09:00,-19,-8.0,1039.0,28.6,0,0,30
15-01-2010 10:00,-19,-7.0,1039.0,35.75,0,0,28
15-01-2010 11:00,-18,-6.0,1039.0,41.56,0,0,26
15-01-2010 12:00,-18,-5.0,1039.0,45.58,0,0,26
15-01-2010 13:00,-17,-4.0,1038.0,1.79,0,0,31
15-01-2010 14:00,-16,-3.0,1037.0,0.89,0,0,35
15-01-2010 15:00,-17,-3.0,1037.0,1.78,0,0,36
15-01-2010 16:00,-17,-2.0,1037.0,2.23,0,0,37
15-01-2010 17:00,-15,-5.0,1036.0,0.89,0,0,64
15-01-2010 18:00,-15,-6.0,1036.0,0.89,0,0,83
15-01-2010 19:00,-15,-6.0,1037.0,1.78,0,0,91
15-01-2010 20:00,-14,-6.0,1037.0,1.79,0,0,90
15-01-2010 21:00,-14,-8.0,1036.0,3.58,0,0,102
15-01-2010 22:00,-14,-10.0,1037.0,0.89,0,0,94
15-01-2010 23:00,-15,-11.0,1036.0,1.78,0,0,87
16-01-2010 00:00,-15,-11.0,1036.0,2.67,0,0,141
16-01-2010 01:00,-16,-13.0,1036.0,0.89,0,0,211
16-01-2010 02:00,-16,-12.0,1036.0,0.89,0,0,242
16-01-2010 03:00,-16,-13.0,1035.0,0.89,0,0,271
16-01-2010 04:00,-15,-12.0,1035.0,1.78,0,0,249
16-01-2010 05:00,-14,-10.0,1034.0,1.79,0,0,200
16-01-2010 06:00,-15,-10.0,1034.0,2.68,0,0,147
16-01-2010 07:00,-15,-11.0,1034.0,4.47,0,0,114
16-01-2010 08:00,-15,-11.0,1034.0,6.26,0,0,102
16-01-2010 09:00,-14,-9.0,1034.0,8.05,0,0,108
16-01-2010 10:00,-14,-9.0,1034.0,9.84,0,0,135
16-01-2010 11:00,-13,-6.0,1034.0,0.89,0,0,120
16-01-2010 12:00,-13,-5.0,1033.0,1.79,0,0,148
16-01-2010 13:00,-12,-4.0,1031.0,0.89,0,0,127
16-01-2010 14:00,-12,-3.0,1031.0,1.78,0,0,128
16-01-2010 15:00,-12,-3.0,1030.0,2.67,0,0,140
16-01-2010 16:00,-11,-3.0,1030.0,3.56,0,0,148
16-01-2010 17:00,-11,-4.0,1031.0,0.89,0,0,150
16-01-2010 18:00,-12,-7.0,1031.0,0.89,0,0,154
16-01-2010 19:00,-12,-7.0,1032.0,1.78,0,0,197
16-01-2010 20:00,-12,-8.0,1032.0,2.23,0,0,235
16-01-2010 21:00,-12,-9.0,1032.0,3.12,0,0,261
16-01-2010 22:00,-13,-11.0,1032.0,0.89,0,0,269
16-01-2010 23:00,-14,-11.0,1032.0,2.68,0,0,266
17-01-2010 00:00,-15,-12.0,1032.0,5.81,0,0,263
17-01-2010 01:00,-14,-11.0,1032.0,0.45,0,0,241
17-01-2010 02:00,-14,-11.0,1031.0,1.34,0,0,205
17-01-2010 03:00,-14,-12.0,1031.0,1.79,0,0,160
17-01-2010 04:00,-14,-12.0,1031.0,3.58,0,0,150
17-01-2010 05:00,-14,-10.0,1030.0,6.71,0,0,148
17-01-2010 06:00,-14,-11.0,1030.0,9.84,0,0,208
17-01-2010 07:00,-15,-10.0,1030.0,11.63,0,0,209
17-01-2010 08:00,-13,-10.0,1030.0,14.76,0,0,183
17-01-2010 09:00,-13,-8.0,1030.0,17.89,0,0,161
17-01-2010 10:00,-12,-6.0,1030.0,0.45,0,0,182
17-01-2010 11:00,-11,-5.0,1030.0,1.34,0,0,230
17-01-2010 12:00,-11,-4.0,1029.0,2.23,0,0,170
17-01-2010 13:00,-11,-3.0,1028.0,3.12,0,0,172
17-01-2010 14:00,-10,-1.0,1027.0,4.01,0,0,154
17-01-2010 15:00,-11,-1.0,1027.0,4.46,0,0,166
17-01-2010 16:00,-10,-1.0,1026.0,0.89,0,0,177
17-01-2010 17:00,-10,-3.0,1026.0,1.78,0,0,191
17-01-2010 18:00,-10,-5.0,1027.0,2.67,0,0,212
17-01-2010 19:00,-10,-6.0,1027.0,0.89,0,0,250
17-01-2010 20:00,-11,-7.0,1027.0,0.45,0,0,268
17-01-2010 21:00,-10,-7.0,1027.0,0.9,0,0,317
17-01-2010 22:00,-11,-9.0,1027.0,1.35,0,0,291
17-01-2010 23:00,-12,-9.0,1027.0,0.89,0,0,313
18-01-2010 00:00,-12,-10.0,1028.0,0.89,0,0,282
18-01-2010 01:00,-13,-11.0,1028.0,3.13,0,0,282
18-01-2010 02:00,-11,-9.0,1028.0,4.92,0,0,303
18-01-2010 03:00,-13,-10.0,1028.0,6.71,0,0,349
18-01-2010 04:00,-13,-11.0,1028.0,7.6,0,0,407
18-01-2010 05:00,-13,-11.0,1027.0,1.79,0,0,361
18-01-2010 06:00,-14,-11.0,1028.0,0.89,0,0,234
18-01-2010 07:00,-14,-11.0,1028.0,4.02,0,0,149
18-01-2010 08:00,-14,-11.0,1028.0,5.81,0,0,147
18-01-2010 09:00,-11,-6.0,1028.0,9.83,0,0,184
18-01-2010 10:00,-10,-5.0,1028.0,11.62,0,0,161
18-01-2010 11:00,-9,-3.0,1028.0,13.41,0,0,137
18-01-2010 12:00,-8,-1.0,1027.0,15.2,0,0,146
18-01-2010 13:00,-9,0.0,1026.0,16.99,0,0,144
18-01-2010 14:00,-9,1.0,1025.0,1.79,0,0,154
18-01-2010 15:00,-9,1.0,1025.0,0.89,0,0,173
18-01-2010 16:00,-8,1.0,1025.0,0.89,0,0,188
18-01-2010 17:00,-7,-1.0,1025.0,2.68,0,0,203
18-01-2010 18:00,-7,-2.0,1025.0,0.89,0,0,233
18-01-2010 19:00,-7,-3.0,1025.0,0.89,0,0,408
18-01-2010 20:00,-5,-2.0,1026.0,0.89,0,0,435
18-01-2010 21:00,-5,-1.0,1026.0,1.79,0,0,403
18-01-2010 22:00,-5,-1.0,1026.0,3.58,0,0,360
18-01-2010 23:00,-6,-1.0,1026.0,0.89,0,0,402
19-01-2010 00:00,-4,-1.0,1025.0,1.79,0,0,358
19-01-2010 01:00,-5,-1.0,1024.0,4.92,0,0,383
